areaFIPS,areaname,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
1,Alabama,Family income,Poor,0.284062564,0.366522968,0.275281161,0.545345426,0,0.172431454,0.508454084
1,Alabama,Family income,Low income but not poor,0.236822993,0.297543287,0.232066661,0.454654574,0,0.205766261,0.299475506
1,Alabama,Family income,Not low-income,0.479114443,0.335933745,0.492652208,0,1,0.62180227,0.19207041
1,Alabama,Family income,Low-income,0,0,0,0,0,0,0
2,Alaska,Family income,Poor,0.127154768,0.056026649,0.133964866,0.384404004,0,0.065103948,0.314935058
2,Alaska,Family income,Low income but not poor,0.203629434,0.208661437,0.202856064,0.615595996,0,0.154021382,0.360779196
2,Alaska,Family income,Not low-income,0.669215798,0.735311925,0.6631791,0,1,0.78087467,0.324285716
2,Alaska,Family income,Low-income,0,0,0,0,0,0,0
4,Arizona,Family income,Poor,0.247378141,0.337158293,0.213127688,0.48622632,0,0.149161384,0.461964577
4,Arizona,Family income,Low income but not poor,0.261393458,0.305782497,0.243201077,0.51377368,0,0.22773397,0.335538074
4,Arizona,Family income,Not low-income,0.491228431,0.357059181,0.54367125,0,1,0.623104632,0.202497318
4,Arizona,Family income,Low-income,0,0,0,0,0,0,0
5,Arkansas,Family income,Poor,0.270036787,0.318737268,0.261224568,0.472659409,0,0.174580827,0.450727105
5,Arkansas,Family income,Low income but not poor,0.301276922,0.401848674,0.288657218,0.527340591,0,0.272683382,0.355797201
5,Arkansas,Family income,Not low-income,0.428686321,0.279414058,0.450118214,0,1,0.552735806,0.193475693
5,Arkansas,Family income,Low-income,0,0,0,0,0,0,0
6,California,Family income,Poor,0.203139409,0.245358303,0.16696386,0.461819172,0,0.114155225,0.391986668
6,California,Family income,Low income but not poor,0.23672843,0.274558008,0.205010831,0.538180828,0,0.178009987,0.36260809
6,California,Family income,Not low-income,0.560132146,0.480083704,0.628025293,0,1,0.70783478,0.245405242
6,California,Family income,Low-income,0,0,0,0,0,0,0
8,Colorado,Family income,Poor,0.15443252,0.248450205,0.127040163,0.419879496,0,0.095372573,0.350524902
8,Colorado,Family income,Low income but not poor,0.213369429,0.315880448,0.184840322,0.580120504,0,0.170957446,0.354366302
8,Colorado,Family income,Not low-income,0.632198036,0.435669333,0.688119531,0,1,0.733669996,0.295108795
8,Colorado,Family income,Low-income,0,0,0,0,0,0,0
9,Connecticut,Family income,Poor,0.14671883,0.119322084,0.154248685,0.465258121,0,0.082642749,0.365353346
9,Connecticut,Family income,Low income but not poor,0.168630481,0.222599685,0.149537861,0.534741879,0,0.126221538,0.317156553
9,Connecticut,Family income,Not low-income,0.684650719,0.658078253,0.696213484,0,1,0.791135728,0.317490101
9,Connecticut,Family income,Low-income,0,0,0,0,0,0,0
10,Delaware,Family income,Poor,0.174611643,0.194561586,0.170818791,0.460863084,0,0.087214112,0.363194913
10,Delaware,Family income,Low income but not poor,0.204268038,0.324123859,0.170778215,0.539136946,0,0.155782104,0.308889091
10,Delaware,Family income,Not low-income,0.621120334,0.48131454,0.658402979,0,1,0.757003784,0.327915967
10,Delaware,Family income,Low-income,0,0,0,0,0,0,0
11,District of Columbia,Family income,Poor,0.191188172,0.100869566,0.22138229,0.540954113,0,0.079809114,0.48422575
11,District of Columbia,Family income,Low income but not poor,0.162239552,0.155415058,0.166522682,0.459045917,0,0.117382467,0.28075254
11,District of Columbia,Family income,Not low-income,0.646572292,0.743715405,0.612095058,0,1,0.802808404,0.23502171
11,District of Columbia,Family income,Low-income,0,0,0,0,0,0,0
12,Florida,Family income,Poor,0.235053048,0.249779508,0.226545349,0.462886065,0,0.149475962,0.42069295
12,Florida,Family income,Low income but not poor,0.272745878,0.300509959,0.258975089,0.537113965,0,0.239599645,0.345855653
12,Florida,Family income,Not low-income,0.49220106,0.449710518,0.514479578,0,1,0.610924363,0.233451426
12,Florida,Family income,Low-income,0,0,0,0,0,0,0
13,Georgia,Family income,Poor,0.267825991,0.304562569,0.257550955,0.519680142,0,0.158708915,0.490953952
13,Georgia,Family income,Low income but not poor,0.24754104,0.271334857,0.239553988,0.480319887,0,0.213679194,0.316931233
13,Georgia,Family income,Not low-income,0.484632999,0.424102575,0.502895057,0,1,0.627611876,0.192114845
13,Georgia,Family income,Low-income,0,0,0,0,0,0,0
15,Hawaii,Family income,Poor,0.126864284,0.134624705,0.110470474,0.40712589,0,0.080911249,0.252410799
15,Hawaii,Family income,Low income but not poor,0.184745193,0.181805611,0.185819983,0.59287411,0,0.177155614,0.215525508
15,Hawaii,Family income,Not low-income,0.688390493,0.68356967,0.703709543,0,1,0.741933107,0.532063663
15,Hawaii,Family income,Low-income,0,0,0,0,0,0,0
16,Idaho,Family income,Poor,0.199756414,0.268545836,0.187929064,0.400488377,0,0.152227893,0.34322533
16,Idaho,Family income,Low income but not poor,0.299025655,0.338577539,0.292915702,0.599511623,0,0.272766471,0.378291339
16,Idaho,Family income,Not low-income,0.501217961,0.392876655,0.519155204,0,1,0.575005651,0.278483361
16,Idaho,Family income,Low-income,0,0,0,0,0,0,0
17,Illinois,Family income,Poor,0.200210407,0.206061661,0.197092652,0.505072117,0,0.114535354,0.451408744
17,Illinois,Family income,Low income but not poor,0.196189284,0.260520816,0.172306061,0.494927913,0,0.158266485,0.308325589
17,Illinois,Family income,Not low-income,0.603600323,0.533417523,0.630601287,0,1,0.727198184,0.240265667
17,Illinois,Family income,Low-income,0,0,0,0,0,0,0
18,Indiana,Family income,Poor,0.223370194,0.29297635,0.214167982,0.466676354,0,0.134139508,0.424000949
18,Indiana,Family income,Low income but not poor,0.255270302,0.298404574,0.248396277,0.533323646,0,0.222749054,0.329371482
18,Indiana,Family income,Not low-income,0.521359503,0.408619106,0.53743571,0,1,0.643111467,0.246627539
18,Indiana,Family income,Low-income,0,0,0,0,0,0,0
19,Iowa,Family income,Poor,0.145602211,0.268319935,0.128581971,0.39720425,0,0.092628971,0.347898096
19,Iowa,Family income,Low income but not poor,0.220965385,0.300417066,0.208526969,0.60279572,0,0.193565011,0.327685803
19,Iowa,Family income,Not low-income,0.633432388,0.43126303,0.66289109,0,1,0.713806033,0.324416131
19,Iowa,Family income,Low-income,0,0,0,0,0,0,0
20,Kansas,Family income,Poor,0.178813174,0.256473124,0.162373647,0.423773557,0,0.103149809,0.424799114
20,Kansas,Family income,Low income but not poor,0.243141353,0.34318006,0.225906312,0.576226473,0,0.214193702,0.337801293
20,Kansas,Family income,Not low-income,0.578045487,0.400346816,0.611720026,0,1,0.682656467,0.237399563
20,Kansas,Family income,Low-income,0,0,0,0,0,0,0
21,Kentucky,Family income,Poor,0.264524519,0.316250652,0.257017374,0.530467451,0,0.165343806,0.488606632
21,Kentucky,Family income,Low income but not poor,0.234138548,0.257933915,0.229099572,0.46953252,0,0.215315461,0.277344078
21,Kentucky,Family income,Not low-income,0.501336932,0.425815463,0.513883054,0,1,0.619340718,0.23404929
21,Kentucky,Family income,Low-income,0,0,0,0,0,0,0
22,Louisiana,Family income,Poor,0.2777327,0.274516732,0.277382225,0.540011585,0,0.153081462,0.481861889
22,Louisiana,Family income,Low income but not poor,0.23657608,0.321221977,0.229464889,0.459988415,0,0.205587626,0.287383452
22,Louisiana,Family income,Not low-income,0.485691249,0.404261321,0.493152916,0,1,0.641330898,0.230754659
22,Louisiana,Family income,Low-income,0,0,0,0,0,0,0
23,Maine,Family income,Poor,0.175172865,0,0.175700769,0.44367224,0,0.105463527,0.449944705
23,Maine,Family income,Low income but not poor,0.219652057,0,0.214342535,0.55632776,0,0.193229795,0.327848464
23,Maine,Family income,Not low-income,0.605175078,0,0.609956682,0,1,0.701306701,0.222206861
23,Maine,Family income,Low-income,0,0,0,0,0,0,0
24,Maryland,Family income,Poor,0.127314612,0.111241914,0.133707628,0.42359376,0,0.072667949,0.296534181
