areaFIPS,areaname,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
1,Alabama,Parental employment,All parents are working full time,0.288760543,0.160951674,0.303494513,0.150016442,0.441282719,0.347190291,0.17103301
1,Alabama,Parental employment,All parents are working; at least one is not working full time,0.335629374,0.249028563,0.345483601,0.372053474,0.29492411,0.341173559,0.324458659
1,Alabama,Parental employment,At least one parent is not working,0.375610083,0.590019763,0.351021916,0.477930099,0.26379317,0.31163615,0.504508317
1,Alabama,Parental employment,All parents are working,0,0,0,0,0,0,0
2,Alaska,Parental employment,All parents are working full time,0.232744336,0.235009089,0.233356789,0.109141171,0.29432708,0.253617793,0.167929128
2,Alaska,Parental employment,All parents are working; at least one is not working full time,0.433494925,0.470926702,0.428360313,0.420741588,0.438422263,0.41122964,0.502631903
2,Alaska,Parental employment,At least one parent is not working,0.333760738,0.294064194,0.338282913,0.470117241,0.267250657,0.335152566,0.329438955
2,Alaska,Parental employment,All parents are working,0,0,0,0,0,0,0
4,Arizona,Parental employment,All parents are working full time,0.254187375,0.19776614,0.273571432,0.124439575,0.39119795,0.291374207,0.173529789
4,Arizona,Parental employment,All parents are working; at least one is not working full time,0.318014383,0.272088766,0.338249445,0.317965865,0.3199628,0.329745293,0.292570204
4,Arizona,Parental employment,At least one parent is not working,0.427798241,0.530145109,0.388179123,0.557594597,0.288839221,0.378880501,0.533900023
4,Arizona,Parental employment,All parents are working,0,0,0,0,0,0,0
5,Arkansas,Parental employment,All parents are working full time,0.284386545,0.231160894,0.290094167,0.154860675,0.455204695,0.325327605,0.206924424
5,Arkansas,Parental employment,All parents are working; at least one is not working full time,0.350320011,0.270797431,0.36326921,0.365975291,0.329356223,0.374753684,0.30409053
5,Arkansas,Parental employment,At least one parent is not working,0.365293413,0.49804166,0.346636623,0.479164034,0.215439096,0.299918711,0.488985062
5,Arkansas,Parental employment,All parents are working,0,0,0,0,0,0,0
6,California,Parental employment,All parents are working full time,0.251773983,0.222687542,0.275006801,0.110738575,0.362958908,0.289859593,0.171251267
6,California,Parental employment,All parents are working; at least one is not working full time,0.325996429,0.295305371,0.352137536,0.309196591,0.339822322,0.345195293,0.285405189
6,California,Parental employment,At least one parent is not working,0.422229588,0.482007086,0.372855663,0.580064833,0.29721874,0.364945114,0.543343544
6,California,Parental employment,All parents are working,0,0,0,0,0,0,0
8,Colorado,Parental employment,All parents are working full time,0.273498118,0.209606484,0.290566951,0.10346628,0.371991634,0.301274866,0.181739524
8,Colorado,Parental employment,All parents are working; at least one is not working full time,0.374517471,0.307398289,0.394777149,0.384642869,0.369548202,0.38340503,0.345158011
8,Colorado,Parental employment,At least one parent is not working,0.351984411,0.482995242,0.3146559,0.511890888,0.258460164,0.315320104,0.47310245
8,Colorado,Parental employment,All parents are working,0,0,0,0,0,0,0
9,Connecticut,Parental employment,All parents are working full time,0.300253123,0.250053912,0.320251882,0.13567096,0.375430942,0.330133528,0.197000995
9,Connecticut,Parental employment,All parents are working; at least one is not working full time,0.397630244,0.355725676,0.413595229,0.413848191,0.390510052,0.399170369,0.392308325
9,Connecticut,Parental employment,At least one parent is not working,0.302116662,0.394220412,0.266152889,0.450480849,0.234059021,0.270696104,0.410690695
9,Connecticut,Parental employment,All parents are working,0,0,0,0,0,0,0
10,Delaware,Parental employment,All parents are working full time,0.358943284,0.255553931,0.384751052,0.180651039,0.466653198,0.417150706,0.235499516
10,Delaware,Parental employment,All parents are working; at least one is not working full time,0.325843036,0.233483374,0.354565859,0.334134012,0.320331454,0.322524577,0.332880706
10,Delaware,Parental employment,At least one parent is not working,0.31521368,0.510962665,0.260683089,0.485214949,0.213015363,0.260324717,0.431619793
10,Delaware,Parental employment,All parents are working,0,0,0,0,0,0,0
11,District of Columbia,Parental employment,All parents are working full time,0.41550529,0.372838736,0.431025147,0.149937615,0.560455084,0.504495621,0.179371551
11,District of Columbia,Parental employment,All parents are working; at least one is not working full time,0.318786323,0.378497332,0.302449077,0.345809221,0.304858536,0.325767547,0.300261855
11,District of Columbia,Parental employment,At least one parent is not working,0.265708357,0.248663947,0.266525805,0.504253149,0.134686351,0.169736847,0.520366609
11,District of Columbia,Parental employment,All parents are working,0,0,0,0,0,0,0
