areaFIPS,areaname,areaname2,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless,atleast1immigparent_pct,allnativebornparents_pct,lowincome_pct,notlowincome_pct,parpostsec_pct,pareducHSless_pct
14180,Blytheville, AR,2000,0,2000,1000,0,1000,1000,0,0.92445147,0.660730183,0,0.594279408,0.405720562
14260,Boise City, ID,24000,4000,20000,11000,13000,18000,6000,0.161213338,0.838786662,0.453321457,0.546678543,0.753384471,0.246615529
14420,Borger, TX,1000,500,1000,1000,500,1000,500,0.30777657,0.69222343,0.558606744,0.441393256,0.572245359,0.427754611
14460,Boston-Cambridge-Newton, MA-NH,151000,51000,97000,38000,112000,122000,28000,0.345677078,0.654322922,0.25661546,0.74338454,0.814501882,0.185498148
14500,Boulder, CO,10000,2000,8000,2000,8000,9000,0,0.229655623,0.770344377,0.228407323,0.771592677,0.889991522,0
14540,Bowling Green, KY,6000,0,5000,3000,2000,4000,2000,0,0.831253707,0.574239731,0.425760269,0.701379836,0.298620164
14620,Bradford, PA,1000,0,1000,1000,1000,1000,500,0,0.966265976,0.483672678,0.516327322,0.646065235,0.353934735
14660,Brainerd, MN,3000,0,3000,1000,2000,2000,1000,0,0.936097026,0.442048907,0.557951093,0.791399956,0.208600044
14700,Branson, MO,3000,0,2000,2000,0,2000,0,0,0.930591881,0.669667006,0,0.632538259,0
14740,Bremerton-Silverdale, WA,9000,0,8000,3000,6000,8000,0,0,0.91503191,0.326516628,0.673483372,0.850158453,0
14780,Brenham, TX,1000,0,1000,1000,500,1000,1000,0,0.820714831,0.597947955,0.402052075,0.53163594,0.46836406
14860,Bridgeport-Stamford-Norwalk, CT,31000,11000,19000,8000,23000,25000,6000,0.376757801,0.623242199,0.265945017,0.734054983,0.805415392,0.194584623
15020,Brookhaven, MS,1000,0,1000,1000,0,1000,500,0,0.955064416,0.647529066,0,0.635731876,0.364268124
15100,Brookings, SD,1000,0,1000,1000,1000,1000,0,0,0.882837355,0.394692898,0.605307102,0.775890708,0
15180,Brownsville-Harlingen, TX,21000,8000,13000,15000,6000,10000,10000,0.384046257,0.615953743,0.715244353,0.284755647,0.497025371,0.502974629
15220,Brownwood, TX,1000,0,1000,1000,1000,1000,1000,0,0.916477442,0.540658236,0.459341735,0.582424641,0.417575359
15260,Brunswick, GA,5000,0,4000,3000,2000,3000,2000,0,0.944817483,0.600972712,0.399027288,0.647876322,0.352123678
15340,Bucyrus, OH,1000,0,1000,1000,1000,1000,0,0,0.992762983,0.476783395,0.523216605,0.651589572,0
15380,Buffalo-Cheektowaga-Niagara Falls, NY,37000,5000,32000,16000,21000,28000,9000,0.133482158,0.866517842,0.42539078,0.57460922,0.755689979,0.244310051
15420,Burley, ID,2000,0,2000,1000,1000,1000,1000,0,0.770002782,0.511992991,0.488007009,0.658688426,0.341311574
15460,Burlington, IA-IL,2000,0,2000,1000,1000,1000,500,0,0.963216305,0.382448971,0.617551029,0.8154158,0.1845842
15500,Burlington, NC,5000,0,4000,3000,2000,4000,0,0,0.744603634,0.625470281,0.374529719,0.666478515,0
15620,Cadillac, MI,1000,0,1000,1000,1000,1000,500,0,0.967975676,0.512037039,0.487962961,0.717406273,0.282593697
15660,Calhoun, GA,2000,0,1000,1000,1000,1000,1000,0,0.762039185,0.645732999,0.354267031,0.530266762,0.469733238
15680,California-Lexington Park, MD,4000,0,3000,0,3000,3000,0,0,0.917626977,0,0.722789347,0.800338387,0
15700,Cambridge, MD,1000,0,1000,500,1000,1000,500,0,0.88955003,0.43037039,0.56962961,0.677722514,0.322277486
15740,Cambridge, OH,2000,0,2000,1000,1000,1000,1000,0,1,0.58189106,0.41810891,0.441928744,0.558071256
15900,Canton, IL,1000,0,1000,500,1000,1000,0,0,0.944270611,0.442616522,0.557383478,0.768976927,0
15940,Canton-Massillon, OH,13000,0,12000,7000,6000,10000,3000,0,0.963999093,0.505658627,0.494341373,0.776581943,0.223418057
15980,Cape Coral-Fort Myers, FL,21000,7000,13000,11000,9000,13000,8000,0.335232079,0.664767921,0.54794383,0.45205614,0.623808146,0.376191884
16020,Cape Girardeau, MO-IL,4000,0,3000,2000,2000,3000,1000,0,0.967851281,0.533212543,0.466787457,0.726802468,0.273197502
16060,Carbondale-Marion, IL,4000,0,4000,2000,2000,3000,0,0,0.929504335,0.537567496,0.462432474,0.737763941,0
16180,Carson City, NV,1000,0,1000,1000,1000,1000,0,0,0.804224014,0.565594912,0.434405059,0.639521241,0
16260,Cedar City, UT,2000,0,2000,1000,1000,2000,0,0,0.913572133,0.556560338,0.443439662,0.788027465,0
16300,Cedar Rapids, IA,10000,0,9000,4000,6000,9000,1000,0,0.892611682,0.363140881,0.636859119,0.865417123,0.134582847
16340,Cedartown, GA,1000,0,1000,1000,1000,1000,0,0,0.816378534,0.539757729,0.460242242,0.668773055,0
16380,Celina, OH,1000,0,1000,1000,1000,1000,0,0,0.979812562,0.34176302,0.65823698,0.844811082,0
16460,Centralia, IL,1000,0,1000,1000,1000,1000,500,0,0.973409295,0.433050036,0.566949964,0.770209551,0.229790419
16500,Centralia, WA,2000,0,2000,1000,1000,2000,0,0,0.854783416,0.556031823,0.443968147,0.739688396,0
16540,Chambersburg-Waynesboro, PA,5000,0,5000,3000,3000,3000,2000,0,0.869312525,0.498975098,0.501024902,0.542889595,0.457110435
16580,Champaign-Urbana, IL,8000,0,6000,3000,5000,7000,1000,0,0.81882149,0.423251808,0.576748192,0.84343195,0.156568035
16620,Charleston, WV,8000,0,8000,4000,4000,5000,2000,0,0.978816807,0.487369001,0.512630999,0.693856359,0.306143612
16660,Charleston-Mattoon, IL,2000,0,2000,1000,1000,1000,0,0,0.960034251,0.546099305,0.453900695,0.65213722,0
16700,Charleston-North Charleston, SC,27000,3000,24000,11000,16000,21000,6000,0.104023933,0.895976067,0.407875061,0.592124939,0.765742958,0.234257028
16740,Charlotte-Concord-Gastonia, NC-SC,90000,20000,69000,41000,49000,65000,25000,0.228979111,0.771020889,0.451783478,0.548216522,0.721882582,0.278117418
16820,Charlottesville, VA,7000,0,6000,3000,4000,5000,2000,0,0.820783377,0.401733458,0.598266542,0.724057913,0.275942117
16860,Chattanooga, TN-GA,19000,0,17000,8000,11000,13000,6000,0,0.889159083,0.442279935,0.557720065,0.676235199,0.323764801
16980,Chicago-Naperville-Elgin, IL-IN-WI,347000,107000,235000,130000,213000,258000,88000,0.311564982,0.688435018,0.37925595,0.62074405,0.74573493,0.25426507
17020,Chico, CA,7000,0,6000,3000,4000,5000,0,0,0.861024022,0.472355962,0.527644038,0.748358846,0
17140,Cincinnati, OH-KY-IN,78000,8000,69000,31000,47000,56000,22000,0.102216661,0.897783339,0.396455228,0.603544772,0.723193765,0.276806206
17200,Claremont-Lebanon, NH-VT,6000,0,5000,2000,4000,4000,2000,0,0.895652473,0.370091379,0.629908621,0.700606704,0.299393296
17220,Clarksburg, WV,3000,0,3000,1000,2000,2000,0,0,0.977090061,0.407524109,0.592475891,0.780776024,0
17260,Clarksdale, MS,1000,0,1000,1000,0,1000,0,0,0.972579598,0.644823313,0,0.59325844,0
17300,Clarksville, TN-KY,14000,0,12000,7000,6000,10000,3000,0,0.923291564,0.549859166,0.450140804,0.762908161,0.237091839
17380,Cleveland, MS,1000,0,1000,1000,0,1000,500,0,0.979295254,0.738985062,0,0.664173245,0.335826784
17420,Cleveland, TN,4000,0,3000,3000,0,2000,0,0,0.92893213,0.662736654,0,0.579135418,0
17460,Cleveland-Elyria, OH,68000,7000,60000,30000,37000,51000,17000,0.107643843,0.892356157,0.445297956,0.554702044,0.748621106,0.251378924
17660,Coeur dAlene, ID,5000,0,5000,3000,2000,4000,1000,0,0.93381536,0.542087078,0.457912892,0.768048525,0.231951445
17700,Coffeyville, KS,1000,0,1000,1000,1000,1000,0,0,0.955108047,0.479340553,0.520659447,0.776384532,0
17740,Coldwater, MI,2000,0,1000,1000,0,1000,1000,0,0.873956621,0.687172413,0,0.528559685,0.471440285
17780,College Station-Bryan, TX,9000,2000,7000,5000,4000,6000,3000,0.236699879,0.763300121,0.549500227,0.450499803,0.685513735,0.314486265
17820,Colorado Springs, CO,27000,4000,23000,10000,17000,22000,5000,0.134115219,0.865884781,0.383725643,0.616274357,0.809837639,0.190162361
17900,Columbia, SC,27000,3000,24000,14000,14000,20000,8000,0.115427375,0.884572625,0.499594927,0.500405073,0.720306933,0.279693067
17980,Columbus, GA-AL,13000,0,12000,7000,6000,9000,4000,0,0.925576329,0.57082665,0.429173321,0.678806901,0.321193069
18020,Columbus, IN,3000,0,2000,0,2000,2000,0,0,0.809968829,0,0.605367362,0.645525634,0
18060,Columbus, MS,2000,0,2000,1000,1000,1000,0,0,0.939407885,0.672265053,0.327734977,0.621729136,0
18100,Columbus, NE,1000,0,1000,1000,1000,1000,500,0,0.757218957,0.46822083,0.53177917,0.737328887,0.262671113
18140,Columbus, OH,80000,14000,65000,33000,46000,58000,22000,0.182606876,0.817393124,0.421349764,0.578650236,0.723472536,0.276527464
18180,Concord, NH,4000,0,3000,1000,3000,3000,0,0,0.898060143,0.270829499,0.729170501,0.784397662,0
18220,Connersville, IN,1000,0,1000,500,500,500,0,0,0.991849184,0.616803288,0.383196712,0.533978105,0
18260,Cookeville, TN,4000,0,3000,2000,0,2000,2000,0,0.877519786,0.617749989,0,0.569854796,0.430145204
18380,Cordele, GA,1000,0,1000,1000,500,500,500,0,0.934458256,0.658192098,0.341807902,0.624823451,0.375176549
18460,Cornelia, GA,1000,0,1000,1000,1000,1000,0,0,0.876748264,0.566901445,0.433098584,0.573298454,0
18500,Corning, NY,3000,0,3000,2000,2000,2000,1000,0,0.953410506,0.488758743,0.511241257,0.689497352,0.310502648
18580,Corpus Christi, TX,18000,2000,15000,9000,9000,11000,7000,0.12780714,0.87219286,0.505589247,0.494410783,0.611159086,0.388840914
18620,Corsicana, TX,2000,500,1000,1000,1000,1000,1000,0.257993937,0.742006063,0.573375463,0.426624566,0.528777599,0.47122243
18660,Cortland, NY,1000,0,1000,1000,1000,1000,0,0,0.968081892,0.413424432,0.586575568,0.770938158,0
18700,Corvallis, OR,3000,0,2000,1000,1000,2000,0,0,0.839583337,0.490633786,0.509366214,0.770804286,0
18740,Coshocton, OH,1000,0,1000,1000,1000,1000,1000,0,1,0.58189106,0.41810891,0.441928744,0.558071256
18820,Crawfordsville, IN,1000,0,1000,1000,1000,1000,500,0,0.876971602,0.540836871,0.459163129,0.640257478,0.359742552
18860,Crescent City, CA,1000,0,1000,500,500,1000,0,0,0.891037881,0.527987123,0.472012907,0.743486404,0
18880,Crestview-Fort Walton Beach-Destin, FL,11000,0,9000,5000,5000,8000,3000,0,0.874346972,0.492427468,0.507572532,0.752617538,0.247382447
19000,Cullowhee, NC,1000,0,1000,1000,500,1000,0,0,0.906685472,0.630758524,0.369241446,0.640913963,0
19060,Cumberland, MD-WV,3000,0,3000,1000,1000,2000,1000,0,0.947603643,0.505346894,0.494653076,0.689482212,0.310517788
19100,Dallas-Fort Worth-Arlington, TX,293000,104000,185000,132000,159000,191000,101000,0.359838843,0.640161157,0.454100311,0.545899689,0.654209256,0.345790774
19140,Dalton, GA,5000,2000,3000,4000,2000,3000,3000,0.42083329,0.57916671,0.680775285,0.319224715,0.46736604,0.53263396
19180,Danville, IL,3000,0,3000,1000,1000,2000,1000,0,0.960436821,0.535029531,0.46497044,0.569858193,0.430141836
19260,Danville, VA,3000,0,3000,2000,1000,2000,0,0,0.927218139,0.582526088,0.417473942,0.687260091,0
19340,Davenport-Moline-Rock Island, IA-IL,14000,0,12000,6000,8000,10000,4000,0,0.858981609,0.445247114,0.554752886,0.729246497,0.270753473
19380,Dayton, OH,29000,0,26000,14000,14000,20000,8000,0,0.92977339,0.490164101,0.509835899,0.711034417,0.288965613
19420,Dayton, TN,1000,0,1000,1000,0,1000,500,0,0.960365832,0.631070614,0,0.547930241,0.45206973
19500,Decatur, IL,4000,0,4000,2000,2000,3000,0,0,0.929850757,0.487563372,0.512436628,0.65991807,0
19540,Decatur, IN,1000,0,1000,1000,1000,1000,1000,0,0.987272024,0.472369432,0.527630568,0.570216775,0.429783225
19580,Defiance, OH,1000,0,1000,1000,1000,1000,0,0,0.972714841,0.503070235,0.496929735,0.678498745,0
19620,Del Rio, TX,3000,0,2000,2000,1000,2000,1000,0,0.762112498,0.612465858,0.387534171,0.594690084,0.405309945
19660,Deltona-Daytona Beach-Ormond Beach, FL,17000,0,14000,9000,8000,12000,5000,0,0.854732692,0.536224008,0.463775963,0.718991876,0.281008095
19740,Denver-Aurora-Lakewood, CO,107000,28000,78000,36000,70000,82000,25000,0.263614297,0.736385703,0.341401815,0.658598185,0.76579386,0.23420614
19760,DeRidder, LA,1000,0,1000,1000,1000,1000,1000,0,0.969663739,0.484644711,0.515355289,0.63091141,0.36908859
19780,Des Moines-West Des Moines, IA,25000,4000,21000,9000,16000,20000,5000,0.16615808,0.83384192,0.345041156,0.654958844,0.810880065,0.189119935
19820,Detroit-Warren-Dearborn, MI,150000,27000,121000,69000,79000,111000,39000,0.180581987,0.819418013,0.466923773,0.533076227,0.741904736,0.258095294
19860,Dickinson, ND,1000,0,1000,500,1000,1000,0,0,0.934206665,0.290113747,0.709886253,0.799610913,0
19940,Dixon, IL,1000,0,1000,500,1000,1000,0,0,0.923513472,0.388092875,0.611907125,0.843429387,0
19980,Dodge City, KS,2000,1000,1000,1000,1000,1000,1000,0.39713192,0.60286808,0.553525925,0.446474075,0.577315211,0.422684789
20020,Dothan, AL,6000,0,5000,3000,3000,4000,2000,0,0.936615884,0.535661519,0.464338481,0.691740394,0.308259577
20060,Douglas, GA,2000,0,1000,1000,0,1000,1000,0,0.909953356,0.705798507,0,0.482867539,0.517132461
20100,Dover, DE,6000,0,5000,0,4000,4000,0,0,0.826512575,0,0.60638988,0.587642074,0
20140,Dublin, GA,2000,0,2000,1000,1000,1000,1000,0,0.957751751,0.666295469,0.333704531,0.453644216,0.546355784
20180,DuBois, PA,2000,0,2000,1000,1000,2000,1000,0,0.966265976,0.483672678,0.516327322,0.646065235,0.353934735
20220,Dubuque, IA,3000,0,3000,0,3000,3000,0,0,0.963187993,0,0.735378027,0.840698481,0
20260,Duluth, MN-WI,8000,0,8000,4000,5000,7000,2000,0,0.963579714,0.451719761,0.548280239,0.804878354,0.195121646
20300,Dumas, TX,1000,500,1000,1000,500,1000,500,0.30777657,0.69222343,0.558606744,0.441393256,0.572245359,0.427754611
20340,Duncan, OK,2000,0,2000,1000,1000,1000,1000,0,0.960484087,0.58554858,0.41445142,0.558908701,0.441091269
20380,Dunn, NC,6000,0,5000,3000,3000,5000,0,0,0.841517866,0.53502214,0.46497789,0.771855354,0
20420,Durango, CO,2000,0,2000,0,1000,1000,0,0,0.926934481,0,0.663262546,0.829645395,0
20460,Durant, OK,2000,0,2000,1000,1000,1000,1000,0,0.957139671,0.586724281,0.413275748,0.649945021,0.350055009
20500,Durham-Chapel Hill, NC,19000,6000,13000,8000,11000,14000,5000,0.306681514,0.693318486,0.407788396,0.592211604,0.745335758,0.254664242
20540,Dyersburg, TN,1000,0,1000,1000,500,1000,0,0,0.94172895,0.623484373,0.376515627,0.647521794,0
20580,Eagle Pass, TX,3000,0,2000,2000,1000,2000,1000,0,0.762112498,0.612465858,0.387534171,0.594690084,0.405309945
20660,Easton, MD,1000,0,1000,1000,1000,1000,500,0,0.88955003,0.43037039,0.56962961,0.677722454,0.322277516
20740,Eau Claire, WI,5000,0,5000,2000,3000,4000,1000,0,0.936042309,0.422424197,0.577575803,0.782734573,0.217265442
20820,Effingham, IL,1000,0,1000,500,1000,1000,0,0,0.980018377,0.431132495,0.568867505,0.764101446,0
20900,El Campo, TX,2000,0,1000,1000,1000,1000,1000,0,0.709654272,0.519788504,0.480211467,0.508201361,0.491798609
20940,El Centro, CA,9000,4000,5000,5000,4000,6000,0,0.419997633,0.580002367,0.531843841,0.468156159,0.68159318,0
21060,Elizabethtown-Fort Knox, KY,6000,0,5000,3000,3000,3000,2000,0,0.926340163,0.506788611,0.493211418,0.619301915,0.380698115
21140,Elkhart-Goshen, IN,9000,0,7000,5000,4000,5000,4000,0,0.801783741,0.527954459,0.472045541,0.585922003,0.414077997
21220,Elko, NV,2000,0,1000,1000,1000,1000,1000,0,0.844444454,0.426886797,0.573113203,0.630211115,0.369788855
21260,Ellensburg, WA,2000,1000,1000,1000,1000,1000,1000,0.447708786,0.552291214,0.578586221,0.421413749,0.535493135,0.464506894
21300,Elmira, NY,3000,0,3000,2000,2000,2000,1000,0,0.922364235,0.472876847,0.527123153,0.751394987,0.248604983
21340,El Paso, TX,39000,12000,26000,23000,15000,27000,12000,0.318356931,0.681643069,0.598749042,0.401250958,0.694998682,0.305001318
21380,Emporia, KS,1000,0,1000,1000,1000,1000,0,0,0.942532182,0.50045085,0.49954915,0.738488793,0
21420,Enid, OK,2000,0,2000,1000,1000,2000,0,0,0.817800343,0.460693538,0.539306462,0.675522685,0
21460,Enterprise, AL,2000,0,1000,1000,1000,1000,0,0,0.951119602,0.518803,0.481197029,0.690678,0
21500,Erie, PA,9000,0,8000,5000,5000,6000,3000,0,0.888016105,0.503767371,0.496232629,0.635489345,0.364510685
21540,Escanaba, MI,1000,0,1000,500,500,1000,0,0,0.979329765,0.478287637,0.521712363,0.735439897,0
21660,Eugene, OR,10000,0,8000,6000,4000,8000,3000,0,0.847501993,0.561686754,0.438313276,0.730638087,0.269361913
21700,Eureka-Arcata-Fortuna, CA,4000,0,3000,3000,2000,3000,0,0,0.822942019,0.611943841,0.388056159,0.703307152,0
