areaFIPS,areaname,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
1,Alabama,Housing cost burden,Not burdened by housing and utility costs,0.690593541,0.632831156,0.695700228,0.453035116,0.949654639,0.755393445,0.562009037
1,Alabama,Housing cost burden,Somewhat burdened by housing and utility costs,0.151527748,0.193741903,0.148321539,0.248663649,0.045789778,0.133759707,0.18760173
1,Alabama,Housing cost burden,Severely burdened by housing and utility costs,0.157878712,0.173426956,0.155978233,0.29830125,0.004555584,0.110846832,0.250389218
1,Alabama,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
2,Alaska,Housing cost burden,Not burdened by housing and utility costs,0.638125181,0.63052696,0.637821853,0.338260382,0.784282506,0.654097438,0.583814263
2,Alaska,Housing cost burden,Somewhat burdened by housing and utility costs,0.207483202,0.241671711,0.204868436,0.259996206,0.183636189,0.20396097,0.222136721
2,Alaska,Housing cost burden,Severely burdened by housing and utility costs,0.154391646,0.127801329,0.157309696,0.401743412,0.032081302,0.141941622,0.194048986
2,Alaska,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
4,Arizona,Housing cost burden,Not burdened by housing and utility costs,0.63822031,0.579862535,0.659996569,0.373518348,0.912050724,0.69348985,0.516605139
4,Arizona,Housing cost burden,Somewhat burdened by housing and utility costs,0.197734311,0.223087132,0.190028697,0.312512785,0.080449648,0.182949275,0.231429145
4,Arizona,Housing cost burden,Severely burdened by housing and utility costs,0.164045364,0.197050363,0.149974748,0.313968867,0.007499613,0.123560868,0.251965731
4,Arizona,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
5,Arkansas,Housing cost burden,Not burdened by housing and utility costs,0.6830073,0.669591129,0.687064707,0.471457273,0.966735542,0.733964443,0.589179218
5,Arkansas,Housing cost burden,Somewhat burdened by housing and utility costs,0.175370619,0.223092586,0.167401835,0.282074004,0.031388339,0.165392086,0.19203417
5,Arkansas,Housing cost burden,Severely burdened by housing and utility costs,0.141622052,0.107316308,0.145533428,0.246468738,0.001876133,0.100643493,0.218786627
5,Arkansas,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
6,California,Housing cost burden,Not burdened by housing and utility costs,0.530174732,0.482560813,0.567689657,0.228206322,0.766508937,0.602736592,0.375708491
6,California,Housing cost burden,Somewhat burdened by housing and utility costs,0.253308147,0.270040542,0.240212038,0.321986556,0.199629575,0.238679856,0.285223931
6,California,Housing cost burden,Severely burdened by housing and utility costs,0.216517136,0.24739866,0.192098305,0.449807137,0.033861518,0.158583537,0.339067578
6,California,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
8,Colorado,Housing cost burden,Not burdened by housing and utility costs,0.653991222,0.560598731,0.679930389,0.293772906,0.863032401,0.706595659,0.480209023
8,Colorado,Housing cost burden,Somewhat burdened by housing and utility costs,0.206425205,0.243452668,0.196197435,0.336705148,0.129980683,0.186988041,0.269753188
8,Colorado,Housing cost burden,Severely burdened by housing and utility costs,0.139583573,0.195948586,0.123872146,0.369521946,0.00698692,0.106416278,0.250037789
8,Colorado,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
9,Connecticut,Housing cost burden,Not burdened by housing and utility costs,0.62081486,0.571597993,0.639383614,0.191949546,0.817611754,0.685945153,0.394938916
9,Connecticut,Housing cost burden,Somewhat burdened by housing and utility costs,0.202361092,0.233052984,0.189936399,0.297825307,0.158649802,0.191533878,0.239101723
9,Connecticut,Housing cost burden,Severely burdened by housing and utility costs,0.176824048,0.195349008,0.170680001,0.510225117,0.023738429,0.122520953,0.365959376
9,Connecticut,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
10,Delaware,Housing cost burden,Not burdened by housing and utility costs,0.650514781,0.586467266,0.663272679,0.262735039,0.88237673,0.736793935,0.46440348
10,Delaware,Housing cost burden,Somewhat burdened by housing and utility costs,0.190956175,0.183098584,0.196624711,0.326265216,0.111560225,0.161170825,0.259068877
10,Delaware,Housing cost burden,Severely burdened by housing and utility costs,0.158529073,0.23043415,0.140102625,0.410999745,0.006063056,0.102035217,0.276527643
10,Delaware,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
11,District of Columbia,Housing cost burden,Not burdened by housing and utility costs,0.661160588,0.732788444,0.638144076,0.273964882,0.875030756,0.746326745,0.442974269
11,District of Columbia,Housing cost burden,Somewhat burdened by housing and utility costs,0.160096198,0.140836209,0.16574049,0.281053096,0.096125461,0.152521923,0.183949381
11,District of Columbia,Housing cost burden,Severely burdened by housing and utility costs,0.178743199,0.126375347,0.196115464,0.444981992,0.028843788,0.101151317,0.373076379
11,District of Columbia,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
12,Florida,Housing cost burden,Not burdened by housing and utility costs,0.569291413,0.507411897,0.597362876,0.297010839,0.850039661,0.623766124,0.450203955
12,Florida,Housing cost burden,Somewhat burdened by housing and utility costs,0.225947142,0.250271708,0.215054572,0.315273941,0.133649707,0.21600835,0.247595072
12,Florida,Housing cost burden,Severely burdened by housing and utility costs,0.204761475,0.242316395,0.187582567,0.38771522,0.016310608,0.160225555,0.302201003
12,Florida,Housing cost burden,Burdened by housing and utility costs,0,0,0,0,0,0,0
13,Georgia,Housing cost burden,Not burdened by housing and utility costs,0.622706592,0.568718433,0.635879993,0.353860766,0.907837093,0.696191788,0.471366137
13,Georgia,Housing cost burden,Somewhat burdened by housing and utility costs,0.197031677,0.230064943,0.188122585,0.304230899,0.083712682,0.175276965,0.242808923
