areaFIPS,areaname,areaname2,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
10100,Aberdeen, SD,Family income,Poor,0.077419356,0,0.080816329,0.203494355,0,0.052026145,0
10100,Aberdeen, SD,Family income,Low-income but not poor,0.303030312,0,0.294693887,0.79650563,0,0.231633961,0
10100,Aberdeen, SD,Family income,Not low-income,0.619550347,0,0.624489784,0,1,0.716339886,0
10100,Aberdeen, SD,Family income,Low-income,0,0,0,0,0,0,0
10180,Abilene, TX,Family income,Poor,0.205021575,0,0.192612648,0.404782385,0,0.146156088,0.346934736
10180,Abilene, TX,Family income,Low-income but not poor,0.301476687,0,0.298910856,0.595217586,0,0.266259789,0.387563974
10180,Abilene, TX,Family income,Not low-income,0.493501753,0,0.508476496,0,1,0.587584138,0.265501291
10180,Abilene, TX,Family income,Low-income,0,0,0,0,0,0,0
10220,Ada, OK,Family income,Poor,0.252617002,0,0.260051966,0.437512785,0,0.141822651,0.437890559
10220,Ada, OK,Family income,Low-income but not poor,0.324776441,0,0.313655615,0.562487245,0,0.281744361,0.396735936
10220,Ada, OK,Family income,Not low-income,0.422606558,0,0.426292419,0,1,0.576433003,0.165373534
10220,Ada, OK,Family income,Low-income,0,0,0,0,0,0,0
10300,Adrian, MI,Family income,Poor,0.246846095,0,0.243444055,0.48998329,0,0.143212944,0.462435246
10300,Adrian, MI,Family income,Low-income but not poor,0.256938607,0,0.253496468,0.51001668,0,0.231631339,0.309585482
10300,Adrian, MI,Family income,Not low-income,0.496215314,0,0.503059447,0,1,0.625155687,0.227979273
10300,Adrian, MI,Family income,Low-income,0,0,0,0,0,0,0
10420,Akron, OH,Family income,Poor,0.228853405,0,0.233088493,0.520983458,0,0.151519045,0.432510138
10420,Akron, OH,Family income,Low-income but not poor,0.210418522,0,0.201910734,0.479016542,0,0.182991803,0.282645464
10420,Akron, OH,Family income,Not low-income,0.560728073,0,0.565000772,0,1,0.665489137,0.284844398
10420,Akron, OH,Family income,Low-income,0,0,0,0,0,0,0
10460,Alamogordo, NM,Family income,Poor,0.344827592,0,0.347366154,0.567552626,0,0.198176458,0
10460,Alamogordo, NM,Family income,Low-income but not poor,0.262741804,0,0.261873901,0.432447404,0,0.259050667,0
10460,Alamogordo, NM,Family income,Not low-income,0.392430604,0,0.390759945,0,1,0.542772889,0
10460,Alamogordo, NM,Family income,Low-income,0,0,0,0,0,0,0
10500,Albany, GA,Family income,Poor,0.404226869,0,0.379814029,0.607015073,0,0.316455305,0.625120342
10500,Albany, GA,Family income,Low-income but not poor,0.261698753,0,0.271758437,0.392984927,0,0.303642005,0.156140685
10500,Albany, GA,Family income,Not low-income,0.334074408,0,0.348427534,0,1,0.379902691,0.218738973
10500,Albany, GA,Family income,Low-income,0,0,0,0,0,0,0
10540,Albany, OR,Family income,Poor,0.200593188,0,0.199345142,0.408845067,0,0.140653536,0
10540,Albany, OR,Family income,Low-income but not poor,0.290040612,0,0.286787331,0.591154933,0,0.286584139,0
10540,Albany, OR,Family income,Not low-income,0.509366214,0,0.513867497,0,1,0.572762311,0
10540,Albany, OR,Family income,Low-income,0,0,0,0,0,0,0
10580,Albany-Schenectady-Troy, NY,Family income,Poor,0.140623331,0.119148284,0.137327284,0.466519266,0,0.074695066,0.367919415
10580,Albany-Schenectady-Troy, NY,Family income,Low-income but not poor,0.16080761,0.192196786,0.149476528,0.533480763,0,0.130525112,0.269502044
10580,Albany-Schenectady-Troy, NY,Family income,Not low-income,0.698569059,0.688654959,0.713196218,0,1,0.794779837,0.362578511
10580,Albany-Schenectady-Troy, NY,Family income,Low-income,0,0,0,0,0,0,0
10660,Albert Lea, MN,Family income,Poor,0.106861889,0,0.051941097,0,0,0.043411803,0
10660,Albert Lea, MN,Family income,Low-income but not poor,0.28583914,0,0.285140574,0,0,0.243350685,0
10660,Albert Lea, MN,Family income,Not low-income,0.60729897,0,0.662918329,0,1,0.713237524,0
10660,Albert Lea, MN,Family income,Low-income,0,0,0,0,0,0,0
10700,Albertville, AL,Family income,Poor,0.241726935,0,0.144622296,0.46677953,0,0.088483147,0.496209919
10700,Albertville, AL,Family income,Low-income but not poor,0.276134133,0,0.299634933,0.53322047,0,0.235603929,0.34344022
10700,Albertville, AL,Family income,Not low-income,0.482138932,0,0.555742741,0,1,0.675912917,0.160349861
10700,Albertville, AL,Family income,Low-income,0,0,0,0,0,0,0
10740,Albuquerque, NM,Family income,Poor,0.277049541,0.347600579,0.25563094,0.539683998,0,0.183565289,0.498911858
10740,Albuquerque, NM,Family income,Low-income but not poor,0.236305565,0.275927991,0.223448634,0.460316002,0,0.233347058,0.243384749
10740,Albuquerque, NM,Family income,Not low-income,0.486644894,0.37647143,0.520920455,0,1,0.583087623,0.257703394
10740,Albuquerque, NM,Family income,Low-income,0,0,0,0,0,0,0
10780,Alexandria, LA,Family income,Poor,0.222497791,0,0.219670147,0.403796226,0,0.124657765,0.402534932
10780,Alexandria, LA,Family income,Low-income but not poor,0.328517258,0,0.334664583,0.596203744,0,0.312463522,0.358057946
10780,Alexandria, LA,Family income,Not low-income,0.448984981,0,0.4456653,0,1,0.562878728,0.239407152
10780,Alexandria, LA,Family income,Low-income,0,0,0,0,0,0,0
10820,Alexandria, MN,Family income,Poor,0.14698647,0,0.133593574,0.340617567,0,0.113715708,0
10820,Alexandria, MN,Family income,Low-income but not poor,0.284542859,0,0.271090865,0.659382403,0,0.24663341,0
10820,Alexandria, MN,Family income,Not low-income,0.568470657,0,0.595315576,0,1,0.639650881,0
10820,Alexandria, MN,Family income,Low-income,0,0,0,0,0,0,0
10900,Allentown-Bethlehem-Easton, PA-NJ,Family income,Poor,0.169446215,0.195052087,0.16342099,0.453497052,0,0.103900276,0.360477924
10900,Allentown-Bethlehem-Easton, PA-NJ,Family income,Low-income but not poor,0.204197228,0.349479169,0.17863065,0.546502948,0,0.16649729,0.315359205
